"Year","County Code","County Name","GEOID","Month","Small Farm Unreported (mg)"
2008,153,"PRINCE WILLIAM",51153,5,0.226215
2008,153,"PRINCE WILLIAM",51153,6,0.719775
2008,153,"PRINCE WILLIAM",51153,7,4.735434
2008,153,"PRINCE WILLIAM",51153,8,4.499622
2008,153,"PRINCE WILLIAM",51153,9,2.282715
2008,153,"PRINCE WILLIAM",51153,10,0.655338
2008,153,"PRINCE WILLIAM",51153,11,0.220731
2008,153,"PRINCE WILLIAM",51153,12,0.026049
2008,7,"AMELIA",51007,1,0.255765
2008,7,"AMELIA",51007,2,0.23409
2008,7,"AMELIA",51007,3,0.21675
2008,7,"AMELIA",51007,4,0.53465
2008,7,"AMELIA",51007,5,0.929135
2008,7,"AMELIA",51007,6,3.570595
2008,7,"AMELIA",51007,7,4.512735
2008,7,"AMELIA",51007,8,2.65302
2008,7,"AMELIA",51007,9,0.663255
2008,7,"AMELIA",51007,10,0.27166
2008,7,"AMELIA",51007,11,0.28322
2008,7,"AMELIA",51007,12,0.325125
2008,119,"MIDDLESEX",51119,1,0
2008,119,"MIDDLESEX",51119,2,0
2008,119,"MIDDLESEX",51119,3,0
2008,119,"MIDDLESEX",51119,4,0.016539
2008,119,"MIDDLESEX",51119,5,0.209196
2008,119,"MIDDLESEX",51119,6,0.921267
2008,119,"MIDDLESEX",51119,7,1.664181
2008,119,"MIDDLESEX",51119,8,1.178292
2008,119,"MIDDLESEX",51119,9,0.476055
2008,119,"MIDDLESEX",51119,10,0.004917
2008,119,"MIDDLESEX",51119,11,0
2008,119,"MIDDLESEX",51119,12,0
2008,111,"LUNENBURG",51111,1,0
2008,111,"LUNENBURG",51111,2,0
2008,111,"LUNENBURG",51111,3,0
2008,111,"LUNENBURG",51111,4,0
2008,111,"LUNENBURG",51111,5,0.0147
2008,111,"LUNENBURG",51111,6,0.37065
2008,111,"LUNENBURG",51111,7,5.6742
2008,111,"LUNENBURG",51111,8,4.4415
2008,111,"LUNENBURG",51111,9,0
2008,111,"LUNENBURG",51111,10,0
2008,111,"LUNENBURG",51111,11,0
2008,111,"LUNENBURG",51111,12,0
2008,115,"MATHEWS",51115,1,0.130613
2008,115,"MATHEWS",51115,2,0.338641
2008,115,"MATHEWS",51115,3,0.346184
2008,115,"MATHEWS",51115,4,0.384693
2008,115,"MATHEWS",51115,5,0.461711
2008,115,"MATHEWS",51115,6,0.461711
2008,115,"MATHEWS",51115,7,0.423202
2008,115,"MATHEWS",51115,8,0.461711
2008,115,"MATHEWS",51115,9,0.384693
2008,115,"MATHEWS",51115,10,0.307675
2008,115,"MATHEWS",51115,11,0.154036
2008,115,"MATHEWS",51115,12,0.115527
2008,33,"CAROLINE",51033,1,0
2008,33,"CAROLINE",51033,2,0
2008,33,"CAROLINE",51033,3,0.01316
2008,33,"CAROLINE",51033,4,0.102648
2008,33,"CAROLINE",51033,5,0.418488
2008,33,"CAROLINE",51033,6,1.235066
2008,33,"CAROLINE",51033,7,2.189824
2008,33,"CAROLINE",51033,8,1.729224
2008,33,"CAROLINE",51033,9,0.773808
2008,33,"CAROLINE",51033,10,0.109886
2008,33,"CAROLINE",51033,11,0.007238
2008,33,"CAROLINE",51033,12,0
2008,53,"DINWIDDIE",51053,1,0
2008,53,"DINWIDDIE",51053,2,0
2008,53,"DINWIDDIE",51053,3,0.001444
2008,53,"DINWIDDIE",51053,4,0.010108
2008,53,"DINWIDDIE",51053,5,0.038988
2008,53,"DINWIDDIE",51053,6,1.95662
2008,53,"DINWIDDIE",51053,7,6.587528
2008,53,"DINWIDDIE",51053,8,3.92046
2008,53,"DINWIDDIE",51053,9,1.89886
2008,53,"DINWIDDIE",51053,10,0.027436
2008,53,"DINWIDDIE",51053,11,0
2008,53,"DINWIDDIE",51053,12,0
2008,141,"PATRICK",51141,1,0
2008,141,"PATRICK",51141,2,0
2008,141,"PATRICK",51141,3,0
2008,141,"PATRICK",51141,4,0
2008,141,"PATRICK",51141,5,0
2008,141,"PATRICK",51141,6,7.53
2008,141,"PATRICK",51141,7,5.6475
2008,141,"PATRICK",51141,8,1.8825
2008,141,"PATRICK",51141,9,0
2008,141,"PATRICK",51141,10,0
2008,141,"PATRICK",51141,11,0
2008,141,"PATRICK",51141,12,0
2008,177,"SPOTSYLVANIA",51177,1,0
2008,177,"SPOTSYLVANIA",51177,2,0
2008,177,"SPOTSYLVANIA",51177,3,0.071816
2008,177,"SPOTSYLVANIA",51177,4,0.392696
2008,177,"SPOTSYLVANIA",51177,5,0.367484
2008,177,"SPOTSYLVANIA",51177,6,1.421804
2008,177,"SPOTSYLVANIA",51177,7,2.372984
2008,177,"SPOTSYLVANIA",51177,8,2.065092
2008,177,"SPOTSYLVANIA",51177,9,0.800672
2008,177,"SPOTSYLVANIA",51177,10,0.147452
2008,177,"SPOTSYLVANIA",51177,11,0
2008,177,"SPOTSYLVANIA",51177,12,0
2008,35,"CARROLL",51035,1,0
2008,35,"CARROLL",51035,2,0
2008,35,"CARROLL",51035,3,0
2008,35,"CARROLL",51035,4,0
2008,35,"CARROLL",51035,5,0.42185
2008,35,"CARROLL",51035,6,0.75855
2008,35,"CARROLL",51035,7,1.3143
2008,35,"CARROLL",51035,8,1.3702
2008,35,"CARROLL",51035,9,1.7992
2008,35,"CARROLL",51035,10,0.8359
2008,35,"CARROLL",51035,11,0
2008,35,"CARROLL",51035,12,0
2008,57,"ESSEX",51057,1,0
2008,57,"ESSEX",51057,2,0
2008,57,"ESSEX",51057,3,0
2008,57,"ESSEX",51057,4,0.005148
2008,57,"ESSEX",51057,5,0.102531
2008,57,"ESSEX",51057,6,0.665379
2008,57,"ESSEX",51057,7,1.500213
2008,57,"ESSEX",51057,8,1.339338
2008,57,"ESSEX",51057,9,0.616902
2008,57,"ESSEX",51057,10,0.06006
2008,57,"ESSEX",51057,11,0
2008,57,"ESSEX",51057,12,0
2008,41,"CHESTERFIELD",51041,1,0
2008,41,"CHESTERFIELD",51041,2,0.02756
2008,41,"CHESTERFIELD",51041,3,0.43036
2008,41,"CHESTERFIELD",51041,4,0.5936
2008,41,"CHESTERFIELD",51041,5,0.6625
2008,41,"CHESTERFIELD",51041,6,3.8213
2008,41,"CHESTERFIELD",51041,7,3.44924
2008,41,"CHESTERFIELD",51041,8,0.62434
2008,41,"CHESTERFIELD",51041,9,0.57028
2008,41,"CHESTERFIELD",51041,10,0.39962
2008,41,"CHESTERFIELD",51041,11,0.0159
2008,41,"CHESTERFIELD",51041,12,0.0053
2008,125,"NELSON",51125,1,0.169984
2008,125,"NELSON",51125,2,0.29216
2008,125,"NELSON",51125,3,1.04912
2008,125,"NELSON",51125,4,2.055744
2008,125,"NELSON",51125,5,2.812704
2008,125,"NELSON",51125,6,3.702464
2008,125,"NELSON",51125,7,4.666592
2008,125,"NELSON",51125,8,4.589568
2008,125,"NELSON",51125,9,3.508576
2008,125,"NELSON",51125,10,2.143392
2008,125,"NELSON",51125,11,1.163328
2008,125,"NELSON",51125,12,0.41168
2008,147,"PRINCE EDWARD",51147,1,0
2008,147,"PRINCE EDWARD",51147,2,0
2008,147,"PRINCE EDWARD",51147,3,0
2008,147,"PRINCE EDWARD",51147,4,0.114777
2008,147,"PRINCE EDWARD",51147,5,0.883881
2008,147,"PRINCE EDWARD",51147,6,1.577448
2008,147,"PRINCE EDWARD",51147,7,2.195478
2008,147,"PRINCE EDWARD",51147,8,2.035575
2008,147,"PRINCE EDWARD",51147,9,0.97119
2008,147,"PRINCE EDWARD",51147,10,1.270395
2008,147,"PRINCE EDWARD",51147,11,0.531702
2008,147,"PRINCE EDWARD",51147,12,0.228573
2008,97,"KING AND QUEEN",51097,1,0.0147
2008,97,"KING AND QUEEN",51097,2,0.0196
2008,97,"KING AND QUEEN",51097,3,0.0455
2008,97,"KING AND QUEEN",51097,4,0.0679
2008,97,"KING AND QUEEN",51097,5,0.2373
2008,97,"KING AND QUEEN",51097,6,1.4763
2008,97,"KING AND QUEEN",51097,7,2.541
2008,97,"KING AND QUEEN",51097,8,1.8858
2008,97,"KING AND QUEEN",51097,9,0.5488
2008,97,"KING AND QUEEN",51097,10,0.1099
2008,97,"KING AND QUEEN",51097,11,0.0371
2008,97,"KING AND QUEEN",51097,12,0.0175
2008,107,"LOUDOUN",51107,1,0.040075
2008,107,"LOUDOUN",51107,2,0.12595
2008,107,"LOUDOUN",51107,3,1.0763
2008,107,"LOUDOUN",51107,4,5.169675
2008,107,"LOUDOUN",51107,5,7.826075
2008,107,"LOUDOUN",51107,6,9.417625
2008,107,"LOUDOUN",51107,7,9.635175
2008,107,"LOUDOUN",51107,8,11.7477
2008,107,"LOUDOUN",51107,9,6.452075
2008,107,"LOUDOUN",51107,10,4.0075
2008,107,"LOUDOUN",51107,11,1.207975
2008,107,"LOUDOUN",51107,12,0.543875
2008,1,"ACCOMACK",51001,1,0.00688
2008,1,"ACCOMACK",51001,2,0.009632
2008,1,"ACCOMACK",51001,3,0.022016
2008,1,"ACCOMACK",51001,4,0.231168
2008,1,"ACCOMACK",51001,5,1.360864
2008,1,"ACCOMACK",51001,6,3.146912
2008,1,"ACCOMACK",51001,7,3.971136
2008,1,"ACCOMACK",51001,8,2.674944
2008,1,"ACCOMACK",51001,9,1.677344
2008,1,"ACCOMACK",51001,10,0.565536
2008,1,"ACCOMACK",51001,11,0.079808
2008,1,"ACCOMACK",51001,12,0.01376
2008,127,"NEW KENT",51127,1,0.001884
2008,127,"NEW KENT",51127,2,0.001884
2008,127,"NEW KENT",51127,3,0.001884
2008,127,"NEW KENT",51127,4,0.049926
2008,127,"NEW KENT",51127,5,0.473355
2008,127,"NEW KENT",51127,6,0.968376
2008,127,"NEW KENT",51127,7,1.477056
2008,127,"NEW KENT",51127,8,1.204347
2008,127,"NEW KENT",51127,9,0.425784
2008,127,"NEW KENT",51127,10,0.089019
2008,127,"NEW KENT",51127,11,0.012246
2008,127,"NEW KENT",51127,12,0.003768
2008,69,"FREDERICK",51069,1,0.00987
2008,69,"FREDERICK",51069,2,0.013818
2008,69,"FREDERICK",51069,3,0.063168
2008,69,"FREDERICK",51069,4,3.884832
2008,69,"FREDERICK",51069,5,3.213672
2008,69,"FREDERICK",51069,6,3.328164
2008,69,"FREDERICK",51069,7,3.54333
2008,69,"FREDERICK",51069,8,3.794028
2008,69,"FREDERICK",51069,9,1.662108
2008,69,"FREDERICK",51069,10,0.116466
2008,69,"FREDERICK",51069,11,0.063168
2008,69,"FREDERICK",51069,12,0.045402
2008,3,"ALBEMARLE",51003,1,0
2008,3,"ALBEMARLE",51003,2,0
2008,3,"ALBEMARLE",51003,3,0
2008,3,"ALBEMARLE",51003,4,0
2008,3,"ALBEMARLE",51003,5,0
2008,3,"ALBEMARLE",51003,6,12.155451
2008,3,"ALBEMARLE",51003,7,12.155451
2008,3,"ALBEMARLE",51003,8,12.155451
2008,3,"ALBEMARLE",51003,9,0
2008,3,"ALBEMARLE",51003,10,0
2008,3,"ALBEMARLE",51003,11,0
2008,3,"ALBEMARLE",51003,12,0
2008,49,"CUMBERLAND",51049,1,0.937692
2008,49,"CUMBERLAND",51049,2,0.187392
2008,49,"CUMBERLAND",51049,3,0.968436
2008,49,"CUMBERLAND",51049,4,0.312564
2008,49,"CUMBERLAND",51049,5,0.250344
2008,49,"CUMBERLAND",51049,6,1.316136
2008,49,"CUMBERLAND",51049,7,0.093696
2008,49,"CUMBERLAND",51049,8,1.253916
2008,49,"CUMBERLAND",51049,9,0.562176
2008,49,"CUMBERLAND",51049,10,0.81252
2008,49,"CUMBERLAND",51049,11,0.625128
2008,49,"CUMBERLAND",51049,12,0
2008,85,"HANOVER",51085,1,0.160032
2008,85,"HANOVER",51085,2,0.193372
2008,85,"HANOVER",51085,3,0.993532
2008,85,"HANOVER",51085,4,2.987264
2008,85,"HANOVER",51085,5,5.687804
2008,85,"HANOVER",51085,6,12.80256
2008,85,"HANOVER",51085,7,18.623724
2008,85,"HANOVER",51085,8,14.10282
2008,85,"HANOVER",51085,9,8.328332
2008,85,"HANOVER",51085,10,2.0004
2008,85,"HANOVER",51085,11,0.560112
2008,85,"HANOVER",51085,12,0.246716
2008,81,"GREENSVILLE",51081,1,0
2008,81,"GREENSVILLE",51081,2,0
2008,81,"GREENSVILLE",51081,3,0.04536
2008,81,"GREENSVILLE",51081,4,0.166488
2008,81,"GREENSVILLE",51081,5,0.219576
2008,81,"GREENSVILLE",51081,6,0.247464
2008,81,"GREENSVILLE",51081,7,0.429072
2008,81,"GREENSVILLE",51081,8,0.287616
2008,81,"GREENSVILLE",51081,9,0.135576
2008,81,"GREENSVILLE",51081,10,0.098616
2008,81,"GREENSVILLE",51081,11,0.04956
2008,81,"GREENSVILLE",51081,12,0.000672
2008,5,"ALLEGHANY",51005,1,0
2008,5,"ALLEGHANY",51005,2,0
2008,5,"ALLEGHANY",51005,3,0
2008,5,"ALLEGHANY",51005,4,0.033798
2008,5,"ALLEGHANY",51005,5,0.033798
2008,5,"ALLEGHANY",51005,6,0.554916
2008,5,"ALLEGHANY",51005,7,0.554916
2008,5,"ALLEGHANY",51005,8,0.554916
2008,5,"ALLEGHANY",51005,9,0.554916
2008,5,"ALLEGHANY",51005,10,0.333002
2008,5,"ALLEGHANY",51005,11,0
2008,5,"ALLEGHANY",51005,12,0
2008,165,"ROCKINGHAM",51165,1,0.185625
2008,165,"ROCKINGHAM",51165,2,0.21375
2008,165,"ROCKINGHAM",51165,3,0.45
2008,165,"ROCKINGHAM",51165,4,1.074375
2008,165,"ROCKINGHAM",51165,5,2.32875
2008,165,"ROCKINGHAM",51165,6,10.828125
2008,165,"ROCKINGHAM",51165,7,20.05875
2008,165,"ROCKINGHAM",51165,8,14.34375
2008,165,"ROCKINGHAM",51165,9,4.224375
2008,165,"ROCKINGHAM",51165,10,1.760625
2008,165,"ROCKINGHAM",51165,11,0.55125
2008,165,"ROCKINGHAM",51165,12,0.225
2008,171,"SHENANDOAH",51171,1,0
2008,171,"SHENANDOAH",51171,2,0
2008,171,"SHENANDOAH",51171,3,0
2008,171,"SHENANDOAH",51171,4,0.3438
2008,171,"SHENANDOAH",51171,5,0.119184
2008,171,"SHENANDOAH",51171,6,4.14852
2008,171,"SHENANDOAH",51171,7,11.324772
2008,171,"SHENANDOAH",51171,8,5.93628
2008,171,"SHENANDOAH",51171,9,1.022232
2008,171,"SHENANDOAH",51171,10,0.025212
2008,171,"SHENANDOAH",51171,11,0
2008,171,"SHENANDOAH",51171,12,0
2008,145,"POWHATAN",51145,1,0.015849
2008,145,"POWHATAN",51145,2,0.000587
2008,145,"POWHATAN",51145,3,0.001174
2008,145,"POWHATAN",51145,4,0.034046
2008,145,"POWHATAN",51145,5,0.442011
2008,145,"POWHATAN",51145,6,1.328968
2008,145,"POWHATAN",51145,7,2.128462
2008,145,"POWHATAN",51145,8,1.243266
2008,145,"POWHATAN",51145,9,0.483101
2008,145,"POWHATAN",51145,10,0.171404
2008,145,"POWHATAN",51145,11,0.021132
2008,145,"POWHATAN",51145,12,0.000587
2008,175,"SOUTHAMPTON",51175,1,0
2008,175,"SOUTHAMPTON",51175,2,0
2008,175,"SOUTHAMPTON",51175,3,0.069218
2008,175,"SOUTHAMPTON",51175,4,0.271648
2008,175,"SOUTHAMPTON",51175,5,0.557009
2008,175,"SOUTHAMPTON",51175,6,1.244618
2008,175,"SOUTHAMPTON",51175,7,1.710207
2008,175,"SOUTHAMPTON",51175,8,1.433988
2008,175,"SOUTHAMPTON",51175,9,0.850859
2008,175,"SOUTHAMPTON",51175,10,0.304951
2008,175,"SOUTHAMPTON",51175,11,0.080972
2008,175,"SOUTHAMPTON",51175,12,0.00653
2008,139,"PAGE",51139,1,0.018675
2008,139,"PAGE",51139,2,0.06059
2008,139,"PAGE",51139,3,0.041085
2008,139,"PAGE",51139,4,0.07055
2008,139,"PAGE",51139,5,0.11454
2008,139,"PAGE",51139,6,0.78103
2008,139,"PAGE",51139,7,1.48072
2008,139,"PAGE",51139,8,0.763185
2008,139,"PAGE",51139,9,0.5644
2008,139,"PAGE",51139,10,0.17181
2008,139,"PAGE",51139,11,0.059345
2008,139,"PAGE",51139,12,0.023655
2008,75,"GOOCHLAND",51075,1,0
2008,75,"GOOCHLAND",51075,2,0
2008,75,"GOOCHLAND",51075,3,0
2008,75,"GOOCHLAND",51075,4,0
2008,75,"GOOCHLAND",51075,5,0
2008,75,"GOOCHLAND",51075,6,0
2008,75,"GOOCHLAND",51075,7,2.241259
2008,75,"GOOCHLAND",51075,8,3.913142
2008,75,"GOOCHLAND",51075,9,0.435599
2008,75,"GOOCHLAND",51075,10,0
2008,75,"GOOCHLAND",51075,11,0
2008,75,"GOOCHLAND",51075,12,0
2008,63,"FLOYD",51063,1,0.35428
2008,63,"FLOYD",51063,2,0.612696
2008,63,"FLOYD",51063,3,1.596344
2008,63,"FLOYD",51063,4,2.713368
2008,63,"FLOYD",51063,5,4.31388
2008,63,"FLOYD",51063,6,4.901568
2008,63,"FLOYD",51063,7,7.873352
2008,63,"FLOYD",51063,8,7.302336
2008,63,"FLOYD",51063,9,6.352032
2008,63,"FLOYD",51063,10,3.809552
2008,63,"FLOYD",51063,11,1.425456
2008,63,"FLOYD",51063,12,0.425136
2008,149,"PRINCE GEORGE",51149,1,0
2008,149,"PRINCE GEORGE",51149,2,0
2008,149,"PRINCE GEORGE",51149,3,0
2008,149,"PRINCE GEORGE",51149,4,0.039688
2008,149,"PRINCE GEORGE",51149,5,0.111804
2008,149,"PRINCE GEORGE",51149,6,0.444554
2008,149,"PRINCE GEORGE",51149,7,1.029952
2008,149,"PRINCE GEORGE",51149,8,0.531432
2008,149,"PRINCE GEORGE",51149,9,0.26257
2008,149,"PRINCE GEORGE",51149,10,0
2008,149,"PRINCE GEORGE",51149,11,0
2008,149,"PRINCE GEORGE",51149,12,0
2008,131,"NORTHAMPTON",51131,1,0.01187
2008,131,"NORTHAMPTON",51131,2,0.016618
2008,131,"NORTHAMPTON",51131,3,0.087838
2008,131,"NORTHAMPTON",51131,4,0.607744
2008,131,"NORTHAMPTON",51131,5,1.826793
2008,131,"NORTHAMPTON",51131,6,2.842865
2008,131,"NORTHAMPTON",51131,7,2.924768
2008,131,"NORTHAMPTON",51131,8,2.099803
2008,131,"NORTHAMPTON",51131,9,0.93773
2008,131,"NORTHAMPTON",51131,10,0.410702
2008,131,"NORTHAMPTON",51131,11,0.085464
2008,131,"NORTHAMPTON",51131,12,0.021366
2008,137,"ORANGE",51137,1,0
2008,137,"ORANGE",51137,2,0
2008,137,"ORANGE",51137,3,0.055982
2008,137,"ORANGE",51137,4,0.099794
2008,137,"ORANGE",51137,5,0.150908
2008,137,"ORANGE",51137,6,1.750046
2008,137,"ORANGE",51137,7,4.909378
2008,137,"ORANGE",51137,8,4.204735
2008,137,"ORANGE",51137,9,0.988204
2008,137,"ORANGE",51137,10,0.010953
2008,137,"ORANGE",51137,11,0
2008,137,"ORANGE",51137,12,0
2008,79,"GREENE",51079,1,0.084999
2008,79,"GREENE",51079,2,0.084999
2008,79,"GREENE",51079,3,0.088907
2008,79,"GREENE",51079,4,0.170975
2008,79,"GREENE",51079,5,0.193446
2008,79,"GREENE",51079,6,0.230572
2008,79,"GREENE",51079,7,0.210055
2008,79,"GREENE",51079,8,0.181722
2008,79,"GREENE",51079,9,8.24588
2008,79,"GREENE",51079,10,0.084999
2008,79,"GREENE",51079,11,0.081091
2008,79,"GREENE",51079,12,0.113332
2008,183,"SUSSEX",51183,1,0.01554
2008,183,"SUSSEX",51183,2,0.01554
2008,183,"SUSSEX",51183,3,0.01554
2008,183,"SUSSEX",51183,4,0.154364
2008,183,"SUSSEX",51183,5,0.707588
2008,183,"SUSSEX",51183,6,1.036518
2008,183,"SUSSEX",51183,7,1.217818
2008,183,"SUSSEX",51183,8,0.907536
2008,183,"SUSSEX",51183,9,0.808598
2008,183,"SUSSEX",51183,10,0.249676
2008,183,"SUSSEX",51183,11,0.045584
2008,183,"SUSSEX",51183,12,0.004662
2008,87,"HENRICO",51087,1,0.00419
2008,87,"HENRICO",51087,2,0.00838
2008,87,"HENRICO",51087,3,0.013408
2008,87,"HENRICO",51087,4,0.02514
2008,87,"HENRICO",51087,5,0.31006
2008,87,"HENRICO",51087,6,1.670134
2008,87,"HENRICO",51087,7,3.015962
2008,87,"HENRICO",51087,8,2.219024
2008,87,"HENRICO",51087,9,1.074316
2008,87,"HENRICO",51087,10,0.01676
2008,87,"HENRICO",51087,11,0.013408
2008,87,"HENRICO",51087,12,0.00838
2008,101,"KING WILLIAM",51101,1,0
2008,101,"KING WILLIAM",51101,2,0
2008,101,"KING WILLIAM",51101,3,0.033915
2008,101,"KING WILLIAM",51101,4,0.073416
2008,101,"KING WILLIAM",51101,5,0.284886
2008,101,"KING WILLIAM",51101,6,0.878199
2008,101,"KING WILLIAM",51101,7,1.255254
2008,101,"KING WILLIAM",51101,8,0.909321
2008,101,"KING WILLIAM",51101,9,0.417753
2008,101,"KING WILLIAM",51101,10,0.12369
2008,101,"KING WILLIAM",51101,11,0.011571
2008,101,"KING WILLIAM",51101,12,0.002394
2008,19,"BEDFORD",51019,1,0.23562
2008,19,"BEDFORD",51019,2,0.514998
2008,19,"BEDFORD",51019,3,0.806157
2008,19,"BEDFORD",51019,4,1.216809
2008,19,"BEDFORD",51019,5,1.546677
2008,19,"BEDFORD",51019,6,2.150874
2008,19,"BEDFORD",51019,7,2.537964
2008,19,"BEDFORD",51019,8,2.571624
2008,19,"BEDFORD",51019,9,2.25522
2008,19,"BEDFORD",51019,10,1.69983
2008,19,"BEDFORD",51019,11,0.87516
2008,19,"BEDFORD",51019,12,0.42075
2008,173,"SMYTH",51173,1,0
2008,173,"SMYTH",51173,2,0
2008,173,"SMYTH",51173,3,0
2008,173,"SMYTH",51173,4,0
2008,173,"SMYTH",51173,5,0
2008,173,"SMYTH",51173,6,0.865414
2008,173,"SMYTH",51173,7,2.630768
2008,173,"SMYTH",51173,8,2.163818
2008,173,"SMYTH",51173,9,0
2008,173,"SMYTH",51173,10,0
2008,173,"SMYTH",51173,11,0
2008,173,"SMYTH",51173,12,0
2009,67,"FRANKLIN",51067,1,0
2009,67,"FRANKLIN",51067,2,0
2009,67,"FRANKLIN",51067,3,0
2009,67,"FRANKLIN",51067,4,0.104176
2009,67,"FRANKLIN",51067,5,0.125624
2009,67,"FRANKLIN",51067,6,2.775984
2009,67,"FRANKLIN",51067,7,11.379696
2009,67,"FRANKLIN",51067,8,10.73932
2009,67,"FRANKLIN",51067,9,5.518264
2009,67,"FRANKLIN",51067,10,0
2009,67,"FRANKLIN",51067,11,0
2009,67,"FRANKLIN",51067,12,0
2009,37,"CHARLOTTE",51037,1,0
2009,37,"CHARLOTTE",51037,2,0
2009,37,"CHARLOTTE",51037,3,0
2009,37,"CHARLOTTE",51037,4,0.12337
2009,37,"CHARLOTTE",51037,5,0.44603
2009,37,"CHARLOTTE",51037,6,1.501318
2009,37,"CHARLOTTE",51037,7,2.919124
2009,37,"CHARLOTTE",51037,8,2.996942
2009,37,"CHARLOTTE",51037,9,2.425644
2009,37,"CHARLOTTE",51037,10,2.550912
2009,37,"CHARLOTTE",51037,11,5.582018
2009,37,"CHARLOTTE",51037,12,0.434642
2009,99,"KING GEORGE",51099,1,0.03192
2009,99,"KING GEORGE",51099,2,0.041496
2009,99,"KING GEORGE",51099,3,0.060192
2009,99,"KING GEORGE",51099,4,0.060648
2009,99,"KING GEORGE",51099,5,0.10032
2009,99,"KING GEORGE",51099,6,0.571368
2009,99,"KING GEORGE",51099,7,1.419984
2009,99,"KING GEORGE",51099,8,1.39308
2009,99,"KING GEORGE",51099,9,0.737352
2009,99,"KING GEORGE",51099,10,0.092568
2009,99,"KING GEORGE",51099,11,0.025536
2009,99,"KING GEORGE",51099,12,0.025992
2009,25,"BRUNSWICK",51025,1,0
2009,25,"BRUNSWICK",51025,2,0
2009,25,"BRUNSWICK",51025,3,0
2009,25,"BRUNSWICK",51025,4,0
2009,25,"BRUNSWICK",51025,5,0
2009,25,"BRUNSWICK",51025,6,0.651899
2009,25,"BRUNSWICK",51025,7,4.618101
2009,25,"BRUNSWICK",51025,8,0
2009,25,"BRUNSWICK",51025,9,0
2009,25,"BRUNSWICK",51025,10,0
2009,25,"BRUNSWICK",51025,11,0
2009,25,"BRUNSWICK",51025,12,0
2009,161,"ROANOKE",51161,1,0
2009,161,"ROANOKE",51161,2,0
2009,161,"ROANOKE",51161,3,0.132
2009,161,"ROANOKE",51161,4,1.149225
2009,161,"ROANOKE",51161,5,0.89595
2009,161,"ROANOKE",51161,6,1.45035
2009,161,"ROANOKE",51161,7,1.918125
2009,161,"ROANOKE",51161,8,1.34475
2009,161,"ROANOKE",51161,9,0.81015
2009,161,"ROANOKE",51161,10,0.502425
2009,161,"ROANOKE",51161,11,0.04785
2009,161,"ROANOKE",51161,12,0
2009,36,"CHARLES CITY",51036,1,0.001352
2009,36,"CHARLES CITY",51036,2,0
2009,36,"CHARLES CITY",51036,3,0.001352
2009,36,"CHARLES CITY",51036,4,0.066586
2009,36,"CHARLES CITY",51036,5,0.178464
2009,36,"CHARLES CITY",51036,6,0.849394
2009,36,"CHARLES CITY",51036,7,1.244854
2009,36,"CHARLES CITY",51036,8,0.840944
2009,36,"CHARLES CITY",51036,9,0.189618
2009,36,"CHARLES CITY",51036,10,0.007436
2009,36,"CHARLES CITY",51036,11,0
2009,36,"CHARLES CITY",51036,12,0
2009,550,"CHESAPEAKE CITY",51550,1,0.033088
2009,550,"CHESAPEAKE CITY",51550,2,0.06768
2009,550,"CHESAPEAKE CITY",51550,3,0.237632
2009,550,"CHESAPEAKE CITY",51550,4,0.700864
2009,550,"CHESAPEAKE CITY",51550,5,0.974592
2009,550,"CHESAPEAKE CITY",51550,6,1.535584
2009,550,"CHESAPEAKE CITY",51550,7,1.13928
2009,550,"CHESAPEAKE CITY",51550,8,0.85352
2009,550,"CHESAPEAKE CITY",51550,9,0.875328
2009,550,"CHESAPEAKE CITY",51550,10,0.366976
2009,550,"CHESAPEAKE CITY",51550,11,0.280496
2009,550,"CHESAPEAKE CITY",51550,12,0.454208
2009,73,"GLOUCESTER",51073,1,0
2009,73,"GLOUCESTER",51073,2,0
2009,73,"GLOUCESTER",51073,3,0
2009,73,"GLOUCESTER",51073,4,0
2009,73,"GLOUCESTER",51073,5,1.265
2009,73,"GLOUCESTER",51073,6,1.265
2009,73,"GLOUCESTER",51073,7,2.53
2009,73,"GLOUCESTER",51073,8,0
2009,73,"GLOUCESTER",51073,9,0
2009,73,"GLOUCESTER",51073,10,0
2009,73,"GLOUCESTER",51073,11,0
2009,73,"GLOUCESTER",51073,12,0
2009,47,"CULPEPER",51047,1,0.074175
2009,47,"CULPEPER",51047,2,0.0897
2009,47,"CULPEPER",51047,3,0.4278
2009,47,"CULPEPER",51047,4,0.419175
2009,47,"CULPEPER",51047,5,1.45245
2009,47,"CULPEPER",51047,6,3.061875
2009,47,"CULPEPER",51047,7,4.5126
2009,47,"CULPEPER",51047,8,4.05375
2009,47,"CULPEPER",51047,9,2.01135
2009,47,"CULPEPER",51047,10,0.988425
2009,47,"CULPEPER",51047,11,0.08625
2009,47,"CULPEPER",51047,12,0.074175
2009,193,"WESTMORELAND",51193,1,0.108141
2009,193,"WESTMORELAND",51193,2,0.074646
2009,193,"WESTMORELAND",51193,3,0.214368
2009,193,"WESTMORELAND",51193,4,0.652674
2009,193,"WESTMORELAND",51193,5,0.999108
2009,193,"WESTMORELAND",51193,6,1.571394
2009,193,"WESTMORELAND",51193,7,1.902516
2009,193,"WESTMORELAND",51193,8,1.697718
2009,193,"WESTMORELAND",51193,9,1.179981
2009,193,"WESTMORELAND",51193,10,0.714879
2009,193,"WESTMORELAND",51193,11,0.361746
